Continent,Country,Weather and Geography
oceania,tahiti-and-her-islands,"Located south of the equator, The islands of Tahiti in the South Pacific enjoy a tropical climate all year round. Sea breezes keep the temperature cooler. There are two main seasons: a rainy (hot and humid) season from November to April and a dry (and cooler) season from May to October. Tahiti experiences a year-round tropical climate with the west coast (Papeete, Punaauia, Paea) sheltered from the trade winds due to the mountainous interior. The rainy (hot and humid) season, also known as Austral Summer, runs from November to April. During this period, average highs hover between 30°C (86°F) to 32° (90°F). Most rainfall occurs during this period too, with Tahiti experiencing 12 to 17 rainy days a month. There is also a risk of cyclones. The dry season, also known as the Austral winter, runs from May to October. This is a fantastic time to visit Tahiti as the weather is at its best – with average highs between 29°C (84°F) and 30°C (86°F). The average precipitation also goes from 120mm (4.7 inches) in May to just 40mm (1.6 inches) in August. Bora Bora has similar temperatures to those of Tahiti. The rainy season (November to April) sees the number of rainy days increases from six days in November to 18 days in March, before lowering to 13 days in April. The dry season (May to October) promises balmy temperatures with plenty of sunshine. The best month to visit is August with the average high at 28°C (82°F) and rainfall is at its lowest. The Marquesas Islands are closer to the equator than the rest of French Polynesia, so the climate is warmer. On the island of Hiva Oa, the average high is 30°C (86°F), while the average precipitation is 1,165mm (50 inches) a year with June being the wettest month. The Marquesas islands are out of the path of tropical cyclones, hence there is no risk of cyclones here. To stay cool during the day, lightweight cotton and linens are recommended. In the evenings, the temperature can drop slightly, so wearing an extra layer is advisable. Even in the smarter restaurants, the dress code is still casual, and sandals are acceptable everywhere. The tropical sun can be powerful – it's encouraged to wear plenty of sunblock, a sun hat and a sun-proof shirt. If you are visiting in the rainy season, make sure to have some rainwear handy. French Polynesia comprises 118 islands and atolls divided into five archipelagos: the Society Archipelago, Tuamotu Archipelago, Marquesas Islands, Austral Islands and Mangreva Islands. The Windward and Leeward Islands, collectively called the Society Archipelago, are mountainous with coastal plains. The Windward island group consists of Tahiti, Moorea, Tetiaroa, Mehetia, and Maiao - with Tahiti being the largest of the Windward group. Tahiti is divided into two regions – the larger north-western region known as âTahiti Nuiâ or Tahiti Nui; the smaller, less developed south-eastern part is called âTahiti Itiâ or Tahiti Iti. Tahiti's landscape is characterised by lush rainforests and an array of rivers and waterfalls. The interior of Tahiti is dominated by Mount Orohena at 2,241m (7,352ft) and Mount Aorai at 2,066m (6,778ft), hence a large part is uninhabited, while the areas along the coast, including Papeete, are heavily populated. Mo'orea lies next to Tahiti, a picturesque volcanic island with white sand beaches - famous ones include Ta'ahiamanu Beach and Tiahura Beach. There are ferries serving Pape'ete (Tahiti) and Vai'are wharf in Mo'orea daily. To the west of Tahiti, the Leeward Islands (referring to a group of islands situated where the northeastern Caribbean Sea meets the western Atlantic Ocean) are generally lower in altitude. Leeward Islands include Bora Bora, Huahine, Maupiti, Raiatea, Tahaa, Manuae, Maupihaa, Motu One, and Tupai. About 298km (185 miles) east of Tahiti, Tuamotu Archipelago comprises 80 coral atolls, forming the largest chain of atolls in the world. The Marquesas Islands lie 1,497km (930 miles) northeast of Tahiti and are made up of two clusters of volcanic islands divided into a southern and northern group. The grass-covered Austral Islands south of Tahiti are scattered in a chain from east to west over a distance of 499km (310 miles)."
oceania,australia,"With four seasons, the summer tends to be warm rather than hot. Winters are wet, cold and stormy, particularly in the east. Lightweight cottons and linens in summer. Waterproof clothes are advisable in the winter. The island of Tasmania is located 240km (149 miles) south of Melbourne across the Bass Strait. Roughly heart-shaped, Tasmania is 296km (184 miles) long, ranging from 315km (196 miles) wide in the north to 70km (44 miles) in the south. The diverse landscape is comprised of rugged mountains (snow-capped in winter), dense bushland (including the Horizontal Forest, so-called because the tree trunks are bent over parallel to the ground), tranquil countryside and farmland. Approximately 40% of Tasmania is protected in national parks and other reserves, over half of this being the World Heritage-listed temperate wilderness in the west of the island."
oceania,tonga,"Tonga's climate is marginally cooler than most tropical areas. The best time to visit is from May to November. Heavy rains occur from December to March. Tonga is an archipelago of 176 islands in the South Pacific - most of which are uninhabited - covering an area of 7,700 sq km (3,000 sq miles). The major island groups are 'Eua, Ha'apai, the Niuas, Tongatapu and Vava'u. Tonga's high volcanic and low coral forms give the islands a unique character. Some volcanoes are still active and Falcon Island in the Vava'u group is a submerged volcano that erupts periodically, its lava and ash rising above sea level forming a visible island which disappears when the eruption is over. Nuku'alofa, on Tongatapu Island, has a reef-protected harbour lined with palms. The island is flat with a large lagoon, but no running streams, and many surrounding smaller islands. 'Eua Island is hilly and forested with high cliffs and beautiful beaches. The Ha'apai Islands, a curving archipelago 160km (100 miles) north of Tongatapu, have excellent beaches. Tofua, the largest island in the group, is an active volcano with a hot steaming lake in its crater. The Vava'u Islands, 90km (50 miles) north of Ha'apai, are hilly, densely wooded and interspersed with a maze of narrow channels. They are known for their stalagmite-filled caves."
oceania,tuvalu,"The climate is humid and hot with a mean annual temperature of 30°C (86°F) and comparatively little seasonal variation. March to October tends to be cooler and more pleasant, whilst some discomfort may be experienced during the wet season from November to February. Lightweight for summer, rainwear for the wet season. Tuvalu (formerly the Ellice Islands) is a scattered group of nine small atolls in the western Pacific Ocean extending about 560km (350 miles) from north to south. Nearest neighbours are Fiji (to the south), Kiribati (north) and the Solomon Islands (west). The main island, Funafuti, is also the capital and lies 1,920km (1,200 miles) north of Suva, Fiji."
oceania,vanuatu,"Tropical/sub-tropical. Summer is from November to March, the average temperature is 28°C (up to 32°C) and it can be hot, wet and humid. Winter is from April to October with the temperature averaging 23°C. Sea temperature varies from 22 to 28 degrees making swimming enjoyable all year round. Rainfall is moderate and cyclones are possible, usually between December and April every couple of years. Casual, light clothing year round with perhaps a light sweater or jacket in the winter months. Outside resorts women should dress modestly. A sarong can be handy. Vanuatu is in the heart of Melanesia, with Papua New Guinea and Solomon Islands to the north, Fiji to the east and New Caledonia to the southeast. The Vanuatu Archipelago is a Y-shaped 1,300km (808 miles) and long chain of four main islands and 79 smaller islands, of which 68 are inhabited. The islands themselves are mostly mountains of volcanic origin (several of the islands still have active volcanoes) with narrow coastal plains and have a combined area of 12,200 sq km (7,581 miles) and a combined coastline length of 2,528km (1,571 miles). The Ambrym and Lopevi volcanoes are permanently active and highly dangerous. Lopevi was extinct for many years but became active 50 years ago. Further to the south, on the island of Tanna, is Yasur, cited as the most accessible active volcano in the world and a major tourist attraction. Geophysical activity is under constant monitoring by the French scientific organisation, IRD (Institut de Recherche pour le Dévelopement). Most of the islands are densely forested and mountainous with narrow bands of cultivated land along the coasts."
oceania,australia,"Hot summers and relatively cool winters. Rainfall is distributed throughout the year. Southern areas can have changeable weather even in summer, often with four seasons' weather in one day. Lightweights during summer months with warmer clothes needed during the cooler winter period, especially in southern areas and Melbourne. Sunglasses, sunhats and sunblock lotion are recommended for most of the year. Victoria is Australia's most diverse state and its major agricultural and industrial producer. Located in the southeast, bordered by South Australia and New South Wales, its landscape consists of mountains, rainforests, deserts, snowfields, beaches, vineyards, wheatlands and market gardens. The Australian Alps are only three hours away from Melbourne and the Great Ocean Road to South Australia is a day's drive. Victoria has 32 national parks, amounting to a third of Australia's total."
oceania,australia,"Hot summers (December to February), mild winters (June to August). North is tropical. South is subtropical to temperate. Rainfall varies from area to area. Lightweight cottons and linens in summer, warmer mediumweights in winter. Waterproofing is advisable in the wet season in the tropical north. Western Australia is larger than Western Europe. It has a relatively small population but is growing at its fastest rate in history. Demographers expect the population of Perth to jump to 2.1 million by 2021. It is bordered on the east by South Australia and the Northern Territory and in the west by the Indian Ocean, with the Timor Sea to the north. The west coast is nearer to Bali and Indonesia than to Sydney, making Perth a viable stopover destination en route to the rest of Australia. There are vast wheatlands, forests and deserts, and several national parks. Kimberley, in the far north, is one of the oldest geological areas on earth; time and weather have formed deep gorges and impressive mountains, arid red plains and coastal sandstone rich in fossils. In the northwest, Wolf Creek Crater, is an immense hole left in the desert by a giant meteorite 50,000 years ago, while Bungle Bungles is an ancient sandstone massif covering 3,000 sq km (1,160 sq miles). Southeast of Perth, near Hyden, is the 2,700-million-year-old Wave Rock."
south-america,argentina,"Argentina's climate ranges from the great heat and extensive rains of the subtropical Chaco in the north, through to the pleasant climate of the central Pampas, and the sub-Antarctic cold of the Patagonian Sea in the south. The main central area is temperate, but can be very hot and humid during summer (December to February) and chilly in winter. The most pleasant times to visit Buenos Aires are September-November and February- March. The city is best avoided in January, when the heat is at its most intense and many of its residents flee to the coast leaving behind a comparative ghost city. Exploring the wilds of Patagonia is best done in the late spring and summer months – between November and February – whilst the northern regions are at their most hospitable in the spring, autumn and winter. If heading to Argentina for a ski trip, hit the slopes during mid-June to October. Lightweight clothing is generally all that is required in the north, whereas warm clothes are certainly necessary in the south, up in the mountains and during winter months in the central area. It is sensible to carry waterproofs in all areas and bring a good sunblock. Argentina is the second largest area of land in South America, separated from Chile to the west by the long spine of the Andes. Its landscape is extremely varied, with the top sub-tropical and sun-baked, and its sub-Antarctic bottom tip glistening with icy waters and glaciers. It has 3,100 miles (4,989km) of coastline. Its eastern border is the Atlantic Ocean, with Uruguay, Bolivia, Paraguay and Brazil to the north and northeast. Argentina can roughly be divided into four main geographical areas: the spectacular Andes mountain range, the dry North along with the more verdant Mesopotamia, the lush plains of the Pampas and the windswept wastes of Patagonia. Mount Aconcagua soars almost 7,000m (23,000ft), and waterfalls at Iguazú stretch out in a massive semi-circle, thundering 70m (230ft) to the bed of the Paraná River. Argentina’s lowest point is Laguna del Carbón in Santa Cruz Province, sitting 105m (344ft) below sea level. In the southwest is the Argentine Lake District with a string of beautiful glacial lakes framed by snow-covered mountains. At Argentina’s southernmost tip, and so the southernmost tip of the whole of South America, is Tierra del Fuego (Spanish for Land of Fire), a stunning archipelago split between Argentina and neighbouring Chile."
south-america,bolivia,"Bolivia has a temperate climate but temperatures can differ dramatically between day and night. The wettest period is November to March, which, in extreme circumstances, may induce landslides in mountainous areas, and cause certain roads to become impassable. The northeast slopes of the Andes are semi-tropical. During the wet season the salt flats become flooded – it is a beautiful spectacle, as the flats turn into a mirror of the sky above. Winter is perhaps the best time to visit (May-October), especially in the hot and humid lowlands, as it is cooler and drier. In the highlands, it rains much less, remains sunny through the day but gets noticeably colder at night. Visitors sometimes find the highlands (especially La Paz) uncomfortable because of the thin air due to high altitude. The mountain areas can become very cold at night. In terms of clothing, lightweight, natural fabrics and waterproofs are best. Layering is a good idea if taking the tour of the salt flats – it's extremely cold at night and early mornings, but when the sun comes out it warms up quickly. Warmer clothing is necessary at night in the Altiplano, especially in La Paz, Oruro and Potosí. If you need warm clothing, the markets of La Paz and Sucre are a good place to find alpaca wool jumpers and scarves. Landlocked by countries (Argentina, Brazil, Chile, Paraguay and Peru), Bolivia is a topological pick and mix of spectacular sights, and remains one of the most bio-diverse countries in the world, despite not having a coast. The geography is largely split into the Andean Altiplano and the Eastern lowlands, and the contrast between them could not be greater. In the West, the parallel mountain chains of the Andes dominate. There’s everything from deserts strewn with cacti and soaring rock formations, to magical coloured lakes and the world’s largest salt flat, which contains 10 billion tonnes of salt (the remnants of Lake Minchin which evaporated some 25,000 years ago). You can see llama, alpaca, vicuñas (rabbit-like animals), puma, and the only bear species in South America at these heights. On top of that, expect volcanic geysers at over 4000m (13,000ft) above sea level, the world’s highest lake and the world’s highest capital, La Paz, which sits in a mountain valley with the looming Mount Illimani looking over. The high altitude can take its toll on travellers, so come prepared. Eastern Bolivia is like a completely different world. The Amazon offers all types of flora and fauna, from over 30 monkey species and giant armadillos to catfish, piranha and pink freshwater dolphins. Visit Rurrenabaque to take tours of the Río Tuichi, the Parque Nacional Madidi and the Pampas del Yacuma. The green tropical lowlands of Santa Cruz offer tropical cloudforest – try the Parque Nacional Amboró for lush beauty. The Pantanal, on Bolivia’s eastern border with Brazil is the world’s largest wetland. Over 200,000 sq km (77,000 sq miles) of ecosystems live here, including swamps, lakes, flooded freshwater grasslands and forest. It is here that you will also find the highest concentration of fauna in all the Americas – birds, anacondas and giant otters to name a just a few."
south-america,brazil,"Brazil is a big country, covering 8.5 million square kilometres (3.2 million square miles) and its climate varies considerably from north to south, although it should be said that a large part of Brazil (roughly 60%) lies in the tropics. In general, Brazil is a year-round destination with temperatures rarely dip below 20°C (68°F), apart from in the mountains and southern regions. The climate varies from hot and dry in the arid interior to humid and sticky in the tropical rainforests of the Amazon jungle. Belém is the capital and largest city of the state of Pará in the country's north, as well as the gateway to the River Amazon. Belém has a tropical rainforest climate with daily mean stands at a toasty 26°C (79°F) throughout the year. The city also receives a fair amount of rain (60mm on the average) all year round. São Paulo, situated in South-eastern Brazil, is the country's the most populous city. São Paulo has a humid subtropical climate with indistinct four seasons. January is the hottest and also the wettest month, with an average temperature of 25°C (76°F) and 170mm of rainfall. On the contrary, June is the coldest month although temperatures still averaging at a comfortable 19°C (66°F). Rio de Janeiro is about 440km (273 miles) east of São Paulo but has a different climate classification. Rio's summer (December to February) can be very hot with temperatures reaching 40°C (104°F), plus the city also receives abundant rainfall. The hot and wet weather doesn’t stop millions of tourists coming to Rio de Janeiro in January or February for the annual Carnival though. Rio's winter (July and August) is still fairly warm with temperatures averaging 21°C (70°F), making it an ideal time to visit. For more information, see this weather in Rio de Janeiro guide. Curitiba is the capital and largest city of the Brazilian state of Paraná. Located 478km (297 miles) south of São Paulo, Curitiba is in the south region and has a subtropical highland climate with cold fronts bringing rains in summer (December to February) and cold winds in winter (June to August). February is the hottest month, averaging 22°C (72°F) while the average temperature drops to around 15°C (59°F) in June. Also note that parts of the south region, particularly the plateau region, it can get near 0°C (32°F) in winter. As the weather is generally on the warmer side, bring clothes made from lightweight natural fabrics such as cottons and linens which you can layer up. Waterproofs are a must if visiting during the rainy season, or places like Belém where it receives a substantial amount of rain year around. Bring warm clothing if visiting the south during winter (June to August). On the other hand, the extremely humid climate of the Amazon region demands quick-dry shirts and long cotton pants for any treks or activity tourism. Sunlight around the tropics is extremely strong, so take a wide-brimmed hat and a pair of sunglasses. Long-sleeve cotton shirts are also useful in the jungle; they protect you from mosquito bites and the sun. Brazil covers almost half of the South American continent and it is bordered to the north, west and south by all South American countries except Chile and Ecuador; to the east is the Atlantic ocean. The country is topographically relatively flat; at no point do the highlands exceed 3,000m (10,000ft). Over 60% of the country is a plateau; the remainder consists of plains. The River Plate Basin (the confluence of the Paraná and Uruguay rivers, both of which have their sources in Brazil) in the far south is more varied, higher and less heavily forested. North of the Amazon are the Guiana Highlands, partly forested, partly stony desert. The Brazilian Highlands of the interior, between the Amazon and the rivers of the south, form a vast tableland, the Mato Grosso, from which rise mountains in the southwest that form a steep protective barrier from the coast called the Great Escarpment, breached by deeply cut river beds. The population is concentrated in the southeastern states of Minas Gerais, Rio de Janeiro and São Paulo. The city of São Paulo has a population of over 12 million, while over 7 million people live in the city of Rio de Janeiro."
south-america,chile,"Due to its long coastline, clearly Chile’s weather is extremely diverse and unpredictable although it is seasonal in much of the country. Summer runs from December to February, and winter from June to August. It is difficult to pinpoint temperatures ranges for the country as a whole as they’re so variable. There’s the dry, arid Atacama desert in the north where temperatures reach a maximum of 32°C (90°F) and can drop to -2°C (28°F). Chile’s central region has a Mediterranean feel with a cold, wet season from May to August, while it is usually always cool and damp in the south. Easter Island has its own humid sub-tropical temperatures, while much of the south, from Region VII down has a very high annual rainfall. Arica, Iquique, Antofagasta, La Serena and Coquimbo are the principal summer beach hubs in the north for local tourists, while Pucón in the south sees high tourism numbers from January to March. Due to its proximity to Santiago, Viña del Mar and Valparaíso beach areas see plenty of sunshine and beach bums during the summer, often filling up with neighbouring Argentinians. As Chile is in the southern hemisphere, the ski season takes place between June and August. In terms of visiting Patagonia and south, the summer months from December to March are ideal as it is warmer for trekking and other outdoor activities. November and April are quieter times in terms of tourism but the weather is less dependable. It isn’t advisable to visit the south from the end of autumn to the end of winter - May to September - as many trails close due to bad weather and strong winds and waterways ice over. However, places in the north, such as the Atacama, can be visited all year round. If visiting the cities, bring lightweight, natural fabrics that can wick away sweat easily. During the wet season, you’ll need to bring waterproofs – aim for breathable materials so you don’t overheat. More substantial waterproofs and warm weather clothing are often needed in the south and at altitude. Chile is situated in South America, bordered to the north by Peru, to the east by Bolivia and Argentina, to the west by the Pacific Ocean and to the south by the Antarctic. The country exercises sovereignty over a number of islands off the coast, including the Juan Fernández Islands and Easter Island. Chile is 4,329km (2,690 miles) long and nowhere more than 180km (112 miles) wide. The Andes and a more westerly coastal highland range run parallel with each other for much of the country's length. The coastal range forms high, sloped cliffs into the sea from the northern to the central area. Between the ranges runs a fertile valley, except in the north where transverse ranges join the two major ones, and in the far south where the sea has broken through the coastal range to form an assortment of archipelagos and channels. Wide variations in soil and a vast difference in climate are reflected in an uneven population distribution, and in a wide range of occupations. The Atacama desert, the driest in the world, is in the northern part of the country, which is also the main mining area. The central zone is predominantly agricultural, and is often referred to as the breadbasket of Chile. This is where the two-thirds of the population reside. Below Concepción, there are large tracts of forested land, although the area also has some agriculture. Chile is prone to frequent powerful earthquakes as the Liquine-Ofqui Fault lies just under the northern Patagonian Andes and runs for 1000km (621 miles)."
south-america,colombia,"Colombia’s weather offers all four seasons and they remain generally unchanged throughout the year due to Colombia’s proximity to the equator. The topographical diversity of Colombia means that you will find snowy mountain peaks, warm Caribbean beaches and a rainy tropical rainforest at any time of year. This makes the Colombian climate extremely unique and attracts an increasing number of visitors annually. Bogota, the largest city and capital, is situated in the Eastern Andes region and the weather is generally spring-like. Although sunny days can still get quite hot, there are many cool days and nights. The average high temperature throughout the year hovers around 20°C (68°F). For more information about weather in Bogota and things to do there, check out our Bogotá guide. Located in Northern Colombia on the Caribbean coast, Cartagena is another popular spot for tourists. It is a port city known for rich history and beautiful beaches. With temperatures rarely dropping below 30°C (86°F), Cartagena’s climate is perfect for those looking for a warmer, relaxing vacation. You can learn more about Cartagena here. The Amazon region is a place where tourists go to explore the jungle and marvel at the unique species of plants and animals. Located in southern Colombia, the Amazon basin generally stays warm all year round and finds little relief from rain. Although the seasons are unchanging, the best time of year to visit Colombia is December to March. These are the drier months and allow tourists to enjoy more outdoor activities. Major religious holidays will also impact the best time of year to visit. Santa Semana, Holy Week in April, is a stunning time to travel to Colombia. There are ostentatious celebrations and candle-lit mass services to celebrate the Catholic faith. But, hotels book up fast for this week and double their rates, so it is smart to plan in advance. Generally, Colombia’s weather requires light clothing suitable for warm to hot weather. However, if you are staying in a city in the Andes such as Bogotá, long shirts and pants are recommended – preferably a jacket as well. If you are planning to hike in the colder mountainous regions you’ll need durable boots. Breathable walking sandals with good support are recommended for more rural areas. If you are visiting the Amazon, light clothing is required, but long sleeves and trousers for the evenings are useful to prevent mosquito bites. No matter where you are staying, a waterproof jacket is smart to bring for any time of year. Colombia is situated in South America, bordered by the Caribbean Sea, the Pacific Ocean and Panama on the North, Ecuador and Peru on the South, and Venezuela and Brazil on the east. Colombia is home to the Andes, the world’s longest above-water mountain range. The Western and Central Cordilleras of the Andes Mountains are in the west of Colombia – stretching from Ecuador to the Caribbean Sea. The Eastern Cordillera, the longest range, rises northeast from Ecuador to Venezuela. Colombia is divided into three different climatic zones based on elevation. The Tierra Caliente, meaning hot land, is the region below 900 meters (2,953 ft) in elevation. This region spreads over about 86% of the total area of Colombia. The Tierra Templada, meaning temperate land, ranges between 900 to 1,980 meters (6,496 ft) in elevation and is home to most of the country’s population. The area located between 1,980 and 3,500 meters (11,483 ft) is called The Tierra Fria, meaning cold land. The mean range of temperature there is between 10 and 19°C (50 and 66.2°F). The combined area of the flat grassy prairies in eastern Colombia and the jungles and towering rainforests of the Amazon in the south covers nearly 55% of Colombia, yet only 3% of Colombians live there. The tallest peak in Colombia is actually not in the Andes but found in a separate mountain range. It is Pico Cristobal Colon in the Sierra Nevada de Santa Marta range and has an estimated height of 5,775 metres (18,950 ft)."
south-america,ecuador,"Ecuador has a highly changeable climate, which means that it can be variable at any time. Generally though, in the Sierra, there is little variation by day or by season, with changes occurring as you climb or descend instead. The coastal and Amazonian lowlands have a wet equatorial climate, but the higher you climb the colder it gets. Rainfall is primarily affected by proximity to the eastern or western slopes of the Andes; in the west, June to September are drier with October to May typically wetter; in the east the opposite is true with October to February drier and March to September much wetter. There is also a variation in the amount of rainfall as you journey north to south, with the southern highlands much drier than the landscapes in the north. The coast can be enjoyed all year round, although it is cooler between June and November, when a sea mist known as garua sets in. January to May are consistently the hottest and rainiest months here. The Galapagos are also affected by garua between May and December; January to April here are the hottest months, with heavy but brief rainfall also possible. In the Oriente you can be affected by rainfall at any time, but it is wettest from March to September. Most cities are located in a comfortable subtropical zone. Taking all of this into account, Ecuador’s high season is June to early September. There is a shorter tourist season from December to January as well. However, the country is still not overly busy at any time and it’s easy to engineer an escape from the crowds. The Galapagos however are often very busy and you must book well in advance to visit. Lightweight natural fabrics; rainwear in subtropical areas. Warmer clothes are needed in upland areas. Make sure that you have good-quality, well-broken boots with plenty of ankle support for trekking or walking on uneven terrain. Ecuador comprises a number of very distinct, dramatic geographical regions. The Andes run north-south through the country and form a mountainous spine with a number of peaks over 5,000m (16,404 ft) and some climbing to 6,500m (21,325ft). There are two main ranges, the central Cordillera and the Western Cordillera, which are separated by the Central Valley. At 400km (249 miles) long, the valley is just 50km (31 miles) wide. Its two rims are connected by a series of high plateaux that are separated by a series of gentle ridges. Rivers from the peaks run east to the Amazon and west to the Pacific Ocean. The rims of the valley are crowned with the cones of more than 50 volcanoes, many of which are active. The highest is Chimborazo at 6,310m (19,685ft), although this behemoth is now extinct. Cotopaxi is the highest active volcano in the world at 5,897m (19,347ft) but hasn’t had a major eruption since the 19th century. Pichincha on the other hand issued an enormous mushroom cloud in 1999, Reventador has erupted several times sine 2002 and Sangay continuously fumes and emits ash. Earthquakes are also common in this region. The Sierra, or central highlands, is a central trough. Home to almost half the population, it is also where the oldest and most important cities are situated. The Costa, or coastal plain, in contrast is a lowland area with a belt of hillier ground north of Guayaquil. In the extreme north there is tropical rainforest, whilst in the south the forest thins out and becomes tropical dry forest. East of the Central Cordillera the forest-covered slopes descend into the jungle of the Oriente. This vast region comprises about a third of Ecuador’s total surface area but is very sparsely populated and in fact home to just 5% of the population, most of whom are indigenous Indians or adventurous agriculturalists. The Galapagos Islands lie 1,000km (621 miles) to the west of Ecuador, on the equator. These atolls are in fact the tips of massive volcanoes jutting above the sea and mark the point where two tectonic plates meet. Several of the islands are still active today; Fernandina, which last erupted in 2009, is the most active here. This extreme isolation is what has allowed the evolution of the unique flora and fauna found here."
south-america,falkland-islands,"The climate is temperate and largely conditioned by the surrounding sea being cooled by the Antarctic Current. The most popular time to visit is between November-February, when the weather is at its warmest. A windproof jacket is essential, as is a stout pair of walking boots when crossing the rugged terrain. Because the air is so clear and unpolluted, suntan lotion is advisable. The Falkland Islands are located 560km (350 miles) off the east coast of South America and consist of two main islands and hundreds of small outlying islands, amounting to approximately 1.2 million hectares (3 million acres). Generally, the main islands are mountainous, with low-lying and undulating terrain in the south of East Falkland. The highest mountain is Mt Usborne at 712m (2,312ft)."
south-america,guyana,"Guyana's climate is warm and tropical throughout the year. The rainfall is generally high for most of the year, as is the humidity. December to January and May to June are the rainy seasons, while in coastal areas the climate is tempered by sea breezes. Guyana lies in the northeast of South America, bordered by Venezuela to the west, Surinam to the southeast and Brazil to the south. It is bordered by the Atlantic Ocean to the north and east. The word 'Guiana' (the original Amerindian spelling) means 'land of many waters' and the name was well chosen, for there are over 1,600km (965 miles) of navigable rivers in the country. The interior is either high savannah uplands (such as those along the Venezuelan border, called the Rupununi, and the Kanuku Mountains in the far southwest), or thick, hilly jungle and forest, which occupy over 83% of the country's area. The narrow coastal belt contains the vast majority of the population, and produces the major cash crop, sugar, and the major subsistence crop, rice. The country has 322km (206 miles) of coastline. More than 25% of the population lives in or near Georgetown."
south-america,paraguay,"Subtropical with rapid changes in temperature throughout the year. Summer (December to March) can be very hot. Winter (June to September) is mild with few cold days. Rainfall is heaviest from December to March. Lightweight cottons and linens are worn in warmer months, with somewarm clothes for spring and autumn. Mediumweights are best for winter.Rainwear is advisable throughout the year. Paraguay is a landlocked country surrounded by Argentina, Bolivia and Brazil, lying some 1,440km (900 miles) up the River Paraná from the Atlantic. The River Paraguay, a tributary of the Paraná, divides the country into two sharply contrasting regions. The Oriental zone, which covers 159,800 sq km (61,700 sq miles), consists of undulating country intersected by chains of hills rising to about 600m (2,000ft), merging into the Mato Grosso Plateau in the north; the Paraná crosses the area in the east and south. East and southeast of Asunción lie the oldest centres of settlement inhabited by the greater part of the population. This area is bordered to the west by rolling pastures, and to the south by thick primeval forests. The Occidental zone, or Paraguayan Chaco, covers 246,827 sq km (95,300 sq miles). It is a flat alluvial plain, composed mainly of grey clay, which is marked by large areas of permanent swamp in the southern and eastern regions. Apart from a few small settlements, it is sparsely populated."
south-america,peru,"The weather in Peru varies according to area – the changes in altitude are so extreme that the climate goes from freezing snow in the mountains to boiling sun on the coast. Likewise, the coast covers such a large stretch of longitude that the temperature changes dramatically as you head further south. On the coast winter lasts from June to September. The weather tends to be overcast and slightly damp at this time, but rarely very cold. It hardly ever rains in Lima nor most of the coast, except for Tumbes and Piura, which have tropical climates. During June to September, the mountainous areas are often sunny during the day but cold at night. This is high tourist season and the best time to visit most regions. Rainy season in the Andes starts in September and peaks between January and March, and this is a dreadful and occasionally dangerous time to be hiking. Heavy rains in the mountains and jungle last from December to April. It is rainy and hot for most of the year, but between March and September there are occasional cold surges which might require a jumper. For travel in Peru, a variety of clothes are necessary. You will need very lightweight clothes for summer on the coast, and thermals, hats, gloves and ski jackets for winter up in the mountains. It can become freezing at night at altitude and remain hot and sticky through the nights in the jungle. Waterproof clothing is thoroughly recommended for the rainy season, because the heavens open very suddenly, and then it pours. If you are travelling to the jungle you’ll need something protective and waterproof for your feet. For any mountain hiking you’ll need proper, supportive boots. If you’re spending time along the coast you’ll need sandals or flip-flops. Peru is a large, mountainous country on the Pacific coast of South America that borders Ecuador and Colombia to the north, Brazil and Bolivia to the east, and Chile to the south. The Pacific Ocean lies to the west. There are three natural zones: The Costa region, which contains Lima (the capital), is a narrow coastal plain consisting of large tracts of desert broken by fertile valleys. The cotton, sugar and rice plantations and most of the so-far exploited oil fields lie in this area, as does the majority of the population. The best roads run along the coast, having straight, flat paths ahead of them, and travel times are usually good. The highland Sierra contains the Andes, with peaks over 6,000m (20,000ft), most of the country's mineral resources (silver, zinc, lead, copper and gold) and the greater part of its livestock. Roads in this area wind up, down and around mountains, so travelling in this area is often time-consuming. The Selva (jungle), an area of fertile, subtropical land, lies between the Andes and the borders with Brazil, Bolivia, Colombia and Ecuador. The Amazonian jungle has vast natural resources. The absence of land communications, however, left the area largely uncharted until full-scale oil exploration began in 1973. Even today roads barely penetrate the region. Some areas are best reached by small plane."
south-america,surinam,"Tropical and humid, cooled by the northeast trade winds. The best time to visit is February to April (short dry season) and August to October (long dry season). The rainy seasons last from November to January and from May to July. Surinam lies outside the hurricane zone and the most extreme weather condition is the sibibusi (forest broom), a heavy rain shower. Lightweights and rainwear. Surinam is bordered to the north by the Atlantic Ocean, to the east by the Marowijne River (which forms the border with French Guiana), to the west by the Corantijn River (which forms the border with Guyana), and to the south by forests, savannahs and mountains, which separate it from Brazil. In the northern part of the country are coastal lowlands covered with mangrove swamps. Further inland runs a narrow strip of savannah land. To the south, the land becomes hilly and then mountainous, covered with dense tropical forest, and cut by numerous rivers and streams."
